School District,Student Name,Student ID,Race,Student Gender,ZipCode,% present fall,% present spring
High School - District A,"LastName, FirstName",77995119135,W,1,555444,97.08%,97.08
Intermediate School - District A,"LastName, FirstName",77995151517,W,2,555444,100.00%,95.61
High School - District A,"LastName, FirstName",77995375559,W,2,555444,98.54%,97.08
High School - District A,"LastName, FirstName",77997317799,I,1,555444,99.71%,99.71
High School - District A,"LastName, FirstName",77997793731,W,2,555444,97.66%,97.37
High School - District A,"LastName, FirstName",77997951951,W,1,555444,92.98%,95.91
Primary School - District A,"LastName, FirstName",77999551519,W,2,555444,99.42%,99.71
Primary School - District A,"LastName, FirstName",77999917335,W,2,555444,96.49%,97.08
Primary School - District A,"LastName, FirstName",77999917939,W,1,555444,99.12%,96.49
Primary School - District A,"LastName, FirstName",79111373799,W,1,555444,98.25%,95.03
Intermediate School - District A,"LastName, FirstName",79111955773,W,2,555444,98.83%,94.74
Primary School - District A,"LastName, FirstName",79113351377,W,2,555444,98.83%,95.91
High School - District A,"LastName, FirstName",79113573593,H,2,555444,98.54%,97.37
Primary School - District A,"LastName, FirstName",79113791937,W,2,555444,91.81%,99.12
High School - District A,"LastName, FirstName",79115155359,W,2,555444,99.71%,98.54
Middle School - District A,"LastName, FirstName",79115719713,W,2,555444,93.86%,98.54
Primary School - District A,"LastName, FirstName",79117379359,W,1,555444,99.12%,93.57
Primary School - District A,"LastName, FirstName",79117951117,W,1,555444,98.83%,96.49
Middle School - District A,"LastName, FirstName",79119133711,W,1,555444,99.12%,95.03
Intermediate School - District A,"LastName, FirstName",79119559153,W,1,555444,96.49%,97.08
Primary School - District A,"LastName, FirstName",79119773393,W,1,555444,94.15%,92.98
Primary School - District A,"LastName, FirstName",79119955351,W,1,555444,98.25%,91.81
Primary School - District A,"LastName, FirstName",79131593517,W,1,555444,97.95%,94.15
Primary School - District A,"LastName, FirstName",79131933117,W,2,555444,93.86%,97.66
Primary School - District A,"LastName, FirstName",79133171911,W,1,555444,97.37%,95.03
Intermediate School - District A,"LastName, FirstName",79135337375,W,1,555444,91.81%,94.44
Middle School - District A,"LastName, FirstName",79135537537,W,2,555444,95.32%,98.25
Middle School - District A,"LastName, FirstName",79137373537,W,1,555444,92.98%,98.54
Primary School - District A,"LastName, FirstName",79137735537,W,2,555444,95.61%,96.78
Primary School - District A,"LastName, FirstName",79139755571,W,2,555444,94.74%,97.08
Primary School - District A,"LastName, FirstName",79139931931,W,1,555444,94.44%,94.44
Primary School - District A,"LastName, FirstName",79151115359,W,2,555444,98.25%,99.42
Primary School - District A,"LastName, FirstName",79151131755,W,1,555444,98.83%,94.44
Primary School - District A,"LastName, FirstName",79151331537,W,2,555444,92.69%,99.12
Primary School - District A,"LastName, FirstName",79151519195,W,2,555444,98.83%,97.66
Primary School - District A,"LastName, FirstName",79151755997,W,1,555444,88.30%,98.25
Middle School - District A,"LastName, FirstName",79155355757,W,1,555444,95.03%,98.25
Intermediate School - District A,"LastName, FirstName",79155995117,W,1,555444,82.16%,92.4
Primary School - District A,"LastName, FirstName",79157911797,W,1,555444,92.69%,98.25
Primary School - District A,"LastName, FirstName",79157951511,W,2,555444,96.20%,92.98
Intermediate School - District A,"LastName, FirstName",79159739937,W,2,555444,96.78%,99.42
High School - District A,"LastName, FirstName",79159757919,W,2,555444,100.00%,100
Intermediate School - District A,"LastName, FirstName",79171175773,W,2,555444,97.37%,91.81
Primary School - District A,"LastName, FirstName",79171311957,W,1,555444,93.57%,99.42
High School - District A,"LastName, FirstName",79171911711,W,1,555444,94.74%,92.4
High School - District A,"LastName, FirstName",79173195757,W,2,555444,94.15%,99.71
Primary School - District A,"LastName, FirstName",79173551353,W,1,555444,99.12%,89.47
High School - District A,"LastName, FirstName",79173951111,W,1,555444,97.37%,92.4
Middle School - District A,"LastName, FirstName",79175157957,W,2,555444,95.32%,88.3
High School - District A,"LastName, FirstName",79175371599,W,1,555444,97.66%,94.44
Intermediate School - District A,"LastName, FirstName",79175519591,W,1,555444,92.11%,100
Primary School - District A,"LastName, FirstName",79177557577,W,2,555444,100.00%,98.25
Primary School - District A,"LastName, FirstName",79177793571,W,1,555444,99.12%,99.12
High School - District A,"LastName, FirstName",79177935753,W,1,555444,93.27%,95.32
High School - District A,"LastName, FirstName",79179135971,W,2,555444,97.08%,88.3
Primary School - District A,"LastName, FirstName",79179775391,W,2,555444,95.61%,97.08
Primary School - District A,"LastName, FirstName",79179991137,W,2,555444,95.61%,91.81
High School - District A,"LastName, FirstName",79191155393,W,2,555444,92.98%,90.35
Middle School - District A,"LastName, FirstName",79191535779,W,2,555444,95.32%,93.86
High School - District A,"LastName, FirstName",79191595591,W,2,555444,90.94%,95.03
High School - District A,"LastName, FirstName",79191717775,H,1,555444,88.30%,97.08
High School - District A,"LastName, FirstName",79195191715,W,2,555444,97.37%,91.81
High School - District A,"LastName, FirstName",79195371353,W,1,555444,97.08%,98.54
Primary School - District A,"LastName, FirstName",79195511519,W,2,555444,97.95%,98.25
Primary School - District A,"LastName, FirstName",79195931511,W,2,555444,93.27%,100
High School - District A,"LastName, FirstName",79195935337,W,2,555444,99.71%,95.32
Middle School - District A,"LastName, FirstName",79197555735,W,1,555444,91.81%,98.25
High School - District A,"LastName, FirstName",79197593135,W,1,555444,96.49%,99.71
Intermediate School - District A,"LastName, FirstName",79197751151,W,1,555444,94.74%,97.37
Middle School - District A,"LastName, FirstName",79199315917,W,2,555444,97.08%,100
Middle School - District A,"LastName, FirstName",79199359519,W,2,555444,97.08%,95.91
Primary School - District A,"LastName, FirstName",79199755553,W,2,555444,98.54%,92.98
High School - District A,"LastName, FirstName",79199795519,W,2,555444,96.78%,99.71
Middle School - District A,"LastName, FirstName",79311337311,W,2,555444,91.81%,95.61
High School - District A,"LastName, FirstName",79311571537,W,2,555444,98.25%,94.44
Middle School - District A,"LastName, FirstName",79311935799,W,1,555444,88.60%,96.78
Intermediate School - District A,"LastName, FirstName",79313135759,W,1,555444,86.55%,94.15
Primary School - District A,"LastName, FirstName",79313151137,W,1,555444,97.37%,97.66
High School - District A,"LastName, FirstName",79315315593,W,2,555444,96.49%,100
High School - District A,"LastName, FirstName",79317153593,W,1,555444,93.57%,94.44
Intermediate School - District A,"LastName, FirstName",79317317559,W,2,555444,99.42%,95.91
Primary School - District A,"LastName, FirstName",79319131113,W,2,555444,97.66%,95.03
Primary School - District A,"LastName, FirstName",79319917359,W,2,555444,94.74%,91.52
Middle School - District A,"LastName, FirstName",79331117739,I,1,555444,97.08%,98.54
High School - District A,"LastName, FirstName",79331195957,W,1,555444,96.49%,95.03
Primary School - District A,"LastName, FirstName",79331573553,W,2,555444,98.83%,98.83
High School - District A,"LastName, FirstName",79331575311,W,2,555444,95.91%,98.54
Primary School - District A,"LastName, FirstName",79333591599,B,2,555444,95.91%,92.4
Intermediate School - District A,"LastName, FirstName",79335331979,W,2,555444,99.42%,99.42
Primary School - District A,"LastName, FirstName",79337315917,W,1,555444,94.15%,92.4
Middle School - District A,"LastName, FirstName",79337359759,W,2,555444,89.47%,93.57
Middle School - District A,"LastName, FirstName",79337937353,W,1,555444,98.54%,99.12
High School - District A,"LastName, FirstName",79339715115,W,2,555444,97.95%,98.54
Primary School - District A,"LastName, FirstName",79339739191,W,2,555444,99.42%,95.03
Primary School - District A,"LastName, FirstName",79339775957,W,2,555444,92.69%,95.03
Middle School - District A,"LastName, FirstName",79339797717,W,2,555444,94.44%,97.08
Primary School - District A,"LastName, FirstName",79351755337,A,2,555444,95.32%,97.66
Intermediate School - District A,"LastName, FirstName",79351975913,W,2,555444,95.91%,88.3
Primary School - District A,"LastName, FirstName",79353177551,W,1,555444,99.12%,94.74
Middle School - District A,"LastName, FirstName",79353757533,W,2,555444,90.64%,97.95
High School - District A,"LastName, FirstName",79353937719,B,1,555444,94.74%,94.15
Middle School - District A,"LastName, FirstName",79355175937,B,1,555444,95.61%,92.4
High School - District A,"LastName, FirstName",79355195533,H,1,555444,97.08%,97.66
Middle School - District A,"LastName, FirstName",79355755939,W,1,555444,94.15%,97.08
Primary School - District A,"LastName, FirstName",79355793933,B,1,555444,95.32%,99.71
Primary School - District A,"LastName, FirstName",79355977975,W,2,555444,98.54%,87.72
Primary School - District A,"LastName, FirstName",79357139519,W,1,555444,98.25%,97.08
Middle School - District A,"LastName, FirstName",79359391397,W,2,555444,96.49%,100
Primary School - District A,"LastName, FirstName",79359913351,W,2,555444,100.00%,98.25
Middle School - District A,"LastName, FirstName",79371111339,W,2,555444,97.08%,98.54
Primary School - District A,"LastName, FirstName",79371133393,W,1,555444,97.37%,97.37
Primary School - District A,"LastName, FirstName",79371195151,W,2,555444,92.98%,97.66
High School - District A,"LastName, FirstName",79371715157,W,1,555444,96.78%,93.57
Primary School - District A,"LastName, FirstName",79371759317,W,1,555444,99.71%,98.25
Primary School - District A,"LastName, FirstName",79371933571,W,1,555444,94.15%,98.54
Middle School - District A,"LastName, FirstName",79373713731,W,1,555444,100.00%,93.57
Middle School - District A,"LastName, FirstName",79373753315,W,1,555444,95.32%,96.78
Middle School - District A,"LastName, FirstName",79375711331,W,2,555444,97.37%,93.27
Middle School - District A,"LastName, FirstName",79375977553,W,2,555444,96.78%,97.08
Intermediate School - District A,"LastName, FirstName",79375997953,W,2,555444,95.32%,96.49
Middle School - District A,"LastName, FirstName",79377331951,W,2,555444,98.54%,96.78
Intermediate School - District A,"LastName, FirstName",79377717737,W,1,555444,97.08%,88.3
High School - District A,"LastName, FirstName",79377759711,W,2,555444,100.00%,99.71
High School - District A,"LastName, FirstName",79379155359,W,2,555444,98.54%,97.37
Intermediate School - District A,"LastName, FirstName",79379171993,W,1,555444,98.25%,97.37
Middle School - District A,"LastName, FirstName",79379593113,W,1,555444,96.20%,98.54
Primary School - District A,"LastName, FirstName",79379971553,W,2,555444,93.57%,96.78
High School - District A,"LastName, FirstName",79391535591,W,2,555444,99.12%,93.86
Primary School - District A,"LastName, FirstName",79391779973,W,1,555444,98.83%,96.78
Middle School - District A,"LastName, FirstName",79393757359,W,1,555444,97.08%,93.86
High School - District A,"LastName, FirstName",79395171791,W,2,555444,94.15%,96.49
High School - District A,"LastName, FirstName",79395511153,W,2,555444,96.78%,94.74
Intermediate School - District A,"LastName, FirstName",79395559933,W,1,555444,97.95%,94.15
Intermediate School - District A,"LastName, FirstName",79397371511,W,1,555444,95.32%,86.84
Intermediate School - District A,"LastName, FirstName",79397715113,W,2,555444,94.44%,99.12
Intermediate School - District A,"LastName, FirstName",79397911951,W,1,555444,97.37%,94.15
Middle School - District A,"LastName, FirstName",79399995539,W,2,555444,95.03%,97.95
Primary School - District A,"LastName, FirstName",79511395193,W,2,555444,93.57%,94.15
Primary School - District A,"LastName, FirstName",79511559331,W,2,555444,96.49%,97.95
High School - District A,"LastName, FirstName",79513137117,H,2,555444,96.49%,99.42
Middle School - District A,"LastName, FirstName",79513317971,W,1,555444,96.49%,96.49
High School - District A,"LastName, FirstName",79515135115,B,2,555444,94.44%,94.74
Middle School - District A,"LastName, FirstName",79515137919,W,2,555444,99.71%,93.57
Middle School - District A,"LastName, FirstName",79515915773,W,1,555444,92.98%,97.66
Primary School - District A,"LastName, FirstName",79517397179,W,2,555444,91.23%,91.81
Intermediate School - District A,"LastName, FirstName",79519117317,W,2,555444,93.86%,94.44
Primary School - District A,"LastName, FirstName",79519175157,W,2,555444,99.12%,94.44
High School - District A,"LastName, FirstName",79519331577,W,2,555444,97.08%,96.49
Middle School - District A,"LastName, FirstName",79519979159,W,2,555444,95.03%,93.86
Middle School - District A,"LastName, FirstName",79531331759,W,2,555444,94.15%,94.44
High School - District A,"LastName, FirstName",79533333553,W,2,555444,97.66%,95.61
Middle School - District A,"LastName, FirstName",79533595751,B,1,555444,98.25%,96.78
Primary School - District A,"LastName, FirstName",79535353373,W,2,555444,95.32%,97.95
Middle School - District A,"LastName, FirstName",79537313979,W,2,555444,93.27%,99.12
Middle School - District A,"LastName, FirstName",79537315199,W,2,555444,97.66%,88.3
High School - District A,"LastName, FirstName",79537557579,W,2,555444,97.08%,96.2
Primary School - District A,"LastName, FirstName",79551317539,W,2,555444,96.49%,88.3
High School - District A,"LastName, FirstName",79551395977,W,1,555444,92.98%,94.74
Primary School - District A,"LastName, FirstName",79551597155,W,1,555444,99.12%,97.08
Primary School - District A,"LastName, FirstName",79553175717,W,1,555444,99.12%,94.15
Middle School - District A,"LastName, FirstName",79553513971,W,2,555444,94.74%,99.71
Primary School - District A,"LastName, FirstName",79553997175,W,2,555444,100.00%,93.86
Intermediate School - District A,"LastName, FirstName",79555355331,W,2,555444,99.42%,96.78
Primary School - District A,"LastName, FirstName",79555371319,W,1,555444,95.03%,96.49
Primary School - District A,"LastName, FirstName",79555553957,W,1,555444,95.32%,96.2
Intermediate School - District A,"LastName, FirstName",79555579597,W,1,555444,94.74%,94.15
Middle School - District A,"LastName, FirstName",79555935997,W,1,555444,95.03%,96.49
High School - District A,"LastName, FirstName",79555955979,W,2,555444,96.78%,99.12
Middle School - District A,"LastName, FirstName",79557919939,W,1,555444,94.15%,94.44
Middle School - District A,"LastName, FirstName",79559915757,W,2,555444,98.25%,96.49
High School - District A,"LastName, FirstName",79571511193,W,2,555444,97.08%,96.78
Primary School - District A,"LastName, FirstName",79571599717,W,1,555444,95.61%,98.25
Primary School - District A,"LastName, FirstName",79573313753,W,2,555444,97.08%,99.12
Primary School - District A,"LastName, FirstName",79573773311,W,2,555444,99.71%,99.71
Middle School - District A,"LastName, FirstName",79575175737,W,1,555444,97.37%,97.95
Primary School - District A,"LastName, FirstName",79575393739,B,1,555444,95.91%,98.25
High School - District A,"LastName, FirstName",79577977337,A,1,555444,99.71%,93.57
Primary School - District A,"LastName, FirstName",79577995735,W,1,555444,97.08%,100
Middle School - District A,"LastName, FirstName",79579553397,W,1,555444,96.49%,94.15
Intermediate School - District A,"LastName, FirstName",79579559777,W,1,555444,95.03%,95.32
Middle School - District A,"LastName, FirstName",79579597139,W,1,555444,94.74%,100
Middle School - District A,"LastName, FirstName",79579911711,W,2,555444,95.91%,99.12
High School - District A,"LastName, FirstName",79591939331,W,2,555444,97.37%,96.78
Middle School - District A,"LastName, FirstName",79593117799,W,1,555444,99.12%,97.95
High School - District A,"LastName, FirstName",79593319399,W,2,555444,98.54%,96.78
Intermediate School - District A,"LastName, FirstName",79593333775,W,2,555444,98.54%,99.12
High School - District A,"LastName, FirstName",79593373931,W,1,555444,93.57%,97.66
Middle School - District A,"LastName, FirstName",79593757511,W,2,555444,96.49%,99.12
Middle School - District A,"LastName, FirstName",79593955393,W,1,555444,95.03%,96.2
Primary School - District A,"LastName, FirstName",79595993397,W,1,555444,97.08%,95.32
Middle School - District A,"LastName, FirstName",79597391339,B,1,555444,92.98%,93.27
High School - District A,"LastName, FirstName",79599175151,W,2,555444,91.81%,95.32
High School - District A,"LastName, FirstName",79599379177,W,1,555444,94.15%,97.08
Middle School - District A,"LastName, FirstName",79599517957,W,2,555444,97.66%,94.74
High School - District A,"LastName, FirstName",79711779759,W,1,555444,95.03%,98.54
High School - District A,"LastName, FirstName",79711951597,W,2,555444,94.44%,98.54
Primary School - District A,"LastName, FirstName",79711955397,W,2,555444,98.25%,91.81
Primary School - District A,"LastName, FirstName",79711955731,W,1,555444,98.54%,96.2
Primary School - District A,"LastName, FirstName",79715371759,W,1,555444,96.78%,98.54
Intermediate School - District A,"LastName, FirstName",79715577939,W,1,555444,97.08%,100
Intermediate School - District A,"LastName, FirstName",79715753373,W,2,555444,94.44%,100
Middle School - District A,"LastName, FirstName",79715773955,B,2,555444,99.42%,94.74
Primary School - District A,"LastName, FirstName",79715911973,W,1,555444,94.44%,93.57
Primary School - District A,"LastName, FirstName",79719591713,W,2,555444,99.12%,96.78
Middle School - District A,"LastName, FirstName",79719955117,W,2,555444,97.66%,90.94
Middle School - District A,"LastName, FirstName",79731171791,W,1,555444,98.25%,89.47
Middle School - District A,"LastName, FirstName",79731599757,W,1,555444,98.25%,99.42
High School - District A,"LastName, FirstName",79733791759,H,1,555444,92.40%,92.4
Primary School - District A,"LastName, FirstName",79733979139,W,1,555444,98.25%,92.4
High School - District A,"LastName, FirstName",79735591131,W,2,555444,92.98%,97.66
Primary School - District A,"LastName, FirstName",79737539717,W,2,555444,99.42%,94.74
Primary School - District A,"LastName, FirstName",79737731531,A,1,555444,100.00%,88.3
Intermediate School - District A,"LastName, FirstName",79737935311,W,2,555444,91.81%,95.61
Middle School - District A,"LastName, FirstName",79737991573,B,1,555444,99.42%,95.32
High School - District A,"LastName, FirstName",79739537959,W,1,555444,92.40%,93.86
Intermediate School - District A,"LastName, FirstName",79739597311,W,1,555444,99.71%,92.4
High School - District A,"LastName, FirstName",79739935755,W,2,555444,89.47%,100
Primary School - District A,"LastName, FirstName",79751313337,A,1,555444,92.40%,94.15
High School - District A,"LastName, FirstName",79753395175,W,1,555444,88.30%,88.3
Middle School - District A,"LastName, FirstName",79753719939,W,2,555444,94.44%,92.98
Intermediate School - District A,"LastName, FirstName",79753933953,W,1,555444,100.00%,98.25
Middle School - District A,"LastName, FirstName",79755373379,B,1,555444,98.25%,97.08
Intermediate School - District A,"LastName, FirstName",79755957779,A,2,555444,99.12%,99.71
Middle School - District A,"LastName, FirstName",79759359771,W,1,555444,95.32%,91.23
Middle School - District A,"LastName, FirstName",79771535517,W,1,555444,88.30%,95.32
Middle School - District A,"LastName, FirstName",79771739933,W,2,555444,97.08%,97.66
Primary School - District A,"LastName, FirstName",79771975911,W,2,555444,91.81%,94.15
Primary School - District A,"LastName, FirstName",79773197711,W,2,555444,90.35%,95.32
Primary School - District A,"LastName, FirstName",79773313991,W,1,555444,93.86%,94.15
High School - District A,"LastName, FirstName",79773333931,W,1,555444,95.03%,96.78
Primary School - District A,"LastName, FirstName",79773379599,W,2,555444,97.08%,97.08
High School - District A,"LastName, FirstName",79773533993,W,1,555444,91.81%,93.86
Primary School - District A,"LastName, FirstName",79773593733,W,2,555444,98.54%,99.12
Middle School - District A,"LastName, FirstName",79775533179,W,2,555444,98.25%,99.12
Middle School - District A,"LastName, FirstName",79777179977,W,2,555444,100.00%,98.25
Middle School - District A,"LastName, FirstName",79777793553,W,2,555444,95.32%,98.83
Middle School - District A,"LastName, FirstName",79779517371,W,2,555444,98.25%,95.03
Intermediate School - District A,"LastName, FirstName",79779793713,B,2,555444,99.71%,99.42
High School - District A,"LastName, FirstName",79791175353,W,1,555444,97.37%,94.44
Primary School - District A,"LastName, FirstName",79791533977,W,2,555444,100.00%,98.25
Primary School - District A,"LastName, FirstName",79791939793,W,1,555444,95.91%,97.66
Primary School - District A,"LastName, FirstName",79795135197,W,2,555444,92.98%,92.98
High School - District A,"LastName, FirstName",79795151951,H,2,555444,99.71%,94.74
High School - District A,"LastName, FirstName",79795779751,W,1,555444,95.61%,99.42
Middle School - District A,"LastName, FirstName",79795795173,W,2,555444,94.44%,95.32
High School - District A,"LastName, FirstName",79797111313,H,1,555444,96.78%,97.66
High School - District A,"LastName, FirstName",79797791391,W,2,555444,94.15%,94.15
Primary School - District A,"LastName, FirstName",79799313977,W,1,555444,97.66%,94.74
Primary School - District A,"LastName, FirstName",79911577593,W,1,555444,100.00%,98.25
High School - District A,"LastName, FirstName",79913135591,W,2,555444,94.44%,98.83
Primary School - District A,"LastName, FirstName",79913795933,W,1,555444,95.91%,95.91
Intermediate School - District A,"LastName, FirstName",79913999955,W,2,555444,95.03%,98.25
Primary School - District A,"LastName, FirstName",79915715733,W,1,555444,91.52%,90.64
High School - District A,"LastName, FirstName",79915753159,W,2,555444,98.54%,91.81
Primary School - District A,"LastName, FirstName",79915953531,W,1,555444,95.03%,100
Primary School - District A,"LastName, FirstName",79915953993,W,2,555444,98.83%,98.25
Primary School - District A,"LastName, FirstName",79917335137,W,1,555444,98.54%,98.54
Intermediate School - District A,"LastName, FirstName",79917357753,W,2,555444,92.40%,97.37
Intermediate School - District A,"LastName, FirstName",79917759311,W,1,555444,99.42%,97.95
Middle School - District A,"LastName, FirstName",79919357919,W,1,555444,92.40%,97.66
Intermediate School - District A,"LastName, FirstName",79919579371,W,2,555444,93.57%,95.61
Intermediate School - District A,"LastName, FirstName",79931517799,W,2,555444,99.12%,99.42
Middle School - District A,"LastName, FirstName",79931711171,W,1,555444,98.54%,96.78
Primary School - District A,"LastName, FirstName",79931733337,W,1,555444,95.03%,95.91
High School - District A,"LastName, FirstName",79931739191,W,1,555444,95.03%,95.91
Middle School - District A,"LastName, FirstName",79931955159,W,1,555444,97.08%,94.44
Intermediate School - District A,"LastName, FirstName",79933179579,W,1,555444,97.66%,88.3
Intermediate School - District A,"LastName, FirstName",79933511331,W,1,555444,88.30%,96.49
Primary School - District A,"LastName, FirstName",79933739717,W,1,555444,94.74%,96.2
Intermediate School - District A,"LastName, FirstName",79935117577,W,1,555444,97.95%,85.67
Intermediate School - District A,"LastName, FirstName",79935177379,H,2,555444,94.15%,98.25
High School - District A,"LastName, FirstName",79935313311,W,1,555444,92.40%,97.66
High School - District A,"LastName, FirstName",79935599379,W,2,555444,97.66%,92.98
Primary School - District A,"LastName, FirstName",79937579157,W,2,555444,97.08%,93.86
Middle School - District A,"LastName, FirstName",79937795997,W,2,555444,99.71%,95.32
Primary School - District A,"LastName, FirstName",79937997117,W,1,555444,87.72%,92.11
Middle School - District A,"LastName, FirstName",79951319759,W,2,555444,97.08%,96.2
Primary School - District A,"LastName, FirstName",79951399719,W,1,555444,100.00%,96.49
High School - District A,"LastName, FirstName",79953397113,W,1,555444,98.25%,88.6
High School - District A,"LastName, FirstName",79953559159,W,2,555444,98.54%,97.08
Primary School - District A,"LastName, FirstName",79953913771,W,1,555444,97.37%,94.15
Primary School - District A,"LastName, FirstName",79955111753,B,1,555444,97.66%,94.74
Intermediate School - District A,"LastName, FirstName",79955371359,W,1,555444,93.57%,91.23
Middle School - District A,"LastName, FirstName",79955373953,W,1,555444,98.25%,93.86
Middle School - District A,"LastName, FirstName",79955551957,W,1,555444,98.54%,97.08
High School - District A,"LastName, FirstName",79957733917,W,1,555444,93.57%,99.12
Middle School - District A,"LastName, FirstName",79957957779,W,2,555444,96.78%,95.61
High School - District A,"LastName, FirstName",79971357711,W,1,555444,93.27%,99.42
Primary School - District A,"LastName, FirstName",79971377957,W,1,555444,97.08%,94.15
Primary School - District A,"LastName, FirstName",79971751199,W,1,555444,96.49%,98.25
Primary School - District A,"LastName, FirstName",79973931333,W,2,555444,96.78%,97.66
Middle School - District A,"LastName, FirstName",79975195171,W,2,555444,88.30%,96.49
Primary School - District A,"LastName, FirstName",79977339351,W,1,555444,99.71%,95.61
Primary School - District A,"LastName, FirstName",79977373759,B,1,555444,97.37%,96.78
Primary School - District A,"LastName, FirstName",79977753175,W,2,555444,97.37%,97.08
Primary School - District A,"LastName, FirstName",79979139153,W,2,555444,98.54%,95.32
Middle School - District A,"LastName, FirstName",79991177133,W,1,555444,96.78%,98.25
Intermediate School - District A,"LastName, FirstName",79991373779,W,1,555444,96.49%,99.42
Middle School - District A,"LastName, FirstName",79991759751,W,1,555444,97.08%,97.08
Intermediate School - District A,"LastName, FirstName",79993599953,H,2,555444,99.12%,92.98
Middle School - District A,"LastName, FirstName",79993755551,W,1,555444,95.03%,98.54
High School - District A,"LastName, FirstName",79993911979,W,1,555444,93.86%,94.74
High School - District A,"LastName, FirstName",79999353513,W,2,555444,95.61%,92.4
Primary School - District A,"LastName, FirstName",79999977913,W,1,555444,93.27%,93.27
